,id,imdb_id,primaryTitle,originalTitle,titleType,startYear,isAdult,runtimeMinutes,genres,averageRating,numVotes,directors,writers,actors
263,1139566,tt0022913,Freaks,Freaks,movie,1932,0.0,64,"Drama,Horror",7.8,53574.0,Tod Browning,"Clarence Aaron 'Tod' Robbins, Willis Goldbeck, Leon Gordon, Al Boasberg, Charles MacArthur, Edgar Allan Woolf","Wallace Ford, Leila Hyams, Olga Baclanova, Roscoe Ates, Henry Victor, Harry Earles, Daisy Earles, Rose Dione, Daisy Hilton, Violet Hilton"
264,1109705,tt0090967,Down by Law,Down by Law,movie,1986,0.0,107,"Comedy,Crime,Drama",7.6,57788.0,Jim Jarmusch,Jim Jarmusch,"Tom Waits, John Lurie, Roberto Benigni, Nicoletta Braschi, Ellen Barkin, Billie Neal, Rockets Redglare, Vernel Bagneris, Timothea, L.C. Drane"
265,183057,tt1078940,Couples Retreat,Couples Retreat,movie,2009,0.0,113,Comedy,5.6,119787.0,Peter Billingsley,"Jon Favreau, Vince Vaughn, Dana Fox","Vince Vaughn, Malin Akerman, Jon Favreau, Jason Bateman, Faizon Love, Kristen Bell, Kristin Davis, Kali Hawk, Tasha Smith, Carlos Ponce"
266,146048,tt0094721,Beetlejuice,Beetlejuice,movie,1988,0.0,92,"Comedy,Fantasy",7.4,409709.0,Tim Burton,"Michael McDowell, Larry Wilson, Warren Skaaren","Alec Baldwin, Geena Davis, Michael Keaton, Annie McEnroe, Maurice Page, Hugo Stanger, Rachel Mittelman, Catherine O'Hara, J. Jay Saunders, Mark Ettlinger"
267,144337,tt0096895,Batman,Batman,movie,1989,0.0,126,"Action,Adventure",7.5,425424.0,Tim Burton,"Bob Kane, Sam Hamm, Warren Skaaren","Michael Keaton, Michael Keaton, Jack Nicholson, Jack Nicholson, Kim Basinger, Robert Wuhl, Pat Hingle, Billy Dee Williams, Michael Gough, Jack Palance, Jerry Hall, Tracey Walter"
268,1433310,tt5278506,Tickled,Tickled,movie,2016,0.0,92,"Crime,Documentary,Mystery",7.4,22496.0,"David Farrier, Dylan Reeve",\N,Adam
269,1348853,tt0045152,Singin' in the Rain,Singin' in the Rain,movie,1952,0.0,103,"Comedy,Musical,Romance",8.3,276860.0,"Stanley Donen, Gene Kelly","Betty Comden, Adolph Green","Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen, Millard Mitchell, Cyd Charisse, Douglas Fowley, Rita Moreno, Dawn Addams, John Albright"
270,1343100,tt2872750,Shaun the Sheep Movie,Shaun the Sheep Movie,movie,2015,0.0,85,"Adventure,Animation,Comedy",7.3,45937.0,"Mark Burton, Richard Starzak","Mark Burton, Richard Starzak, Nick Park","Justin Fletcher, Justin Fletcher, John Sparkes, John Sparkes, Omid Djalili, Richard Webber, Kate Harbour, Kate Harbour, Tim Hands, Andy Nyman, Simon Greenall, Emma Tate, Jack Paulson"
271,1336194,tt0331632,Scooby-Doo 2: Monsters Unleashed,Scooby-Doo 2: Monsters Unleashed,movie,2004,0.0,93,"Adventure,Comedy,Family",5.3,70471.0,Raja Gosnell,"William Hanna, Joseph Barbera, James Gunn","Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini, Seth Green, Peter Boyle, Tim Blake Nelson, Alicia Silverstone, Neil Fanning, Pat O'Brien"
272,1262258,tt4196848,Mr. Church,Mr. Church,movie,2016,0.0,104,"Comedy,Drama",7.6,32977.0,Bruce Beresford,Susan McMartin,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel, Lucy Fry, Christian Madsen, Mckenna Grace, Natalie Coughlin, Madison Wolfe, Lincoln Melcher"
273,1260826,tt0113855,Mortal Kombat,Mortal Kombat,movie,1995,0.0,101,"Action,Adventure,Fantasy",5.8,129751.0,Paul W.S. Anderson,"Ed Boon, John Tobias, Kevin Droney","Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa, Bridgette Wilson-Sampras, Talisa Soto, Trevor Goddard, Chris Casamassa, François Petit, Keith Cooke"
274,1256586,tt0100157,Misery,Misery,movie,1990,0.0,107,"Drama,Thriller",7.8,255418.0,Rob Reiner,"Stephen King, William Goldman","James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen, Lauren Bacall, Graham Jarvis, Jerry Potter, Thomas Brunelle, June Christopher, Julie Payne"
275,1250980,tt4899370,Megan Leavey,Megan Leavey,movie,2017,0.0,116,"Action,Biography,Drama",7.1,29721.0,Gabriela Cowperthwaite,"Pamela Gray, Annie Mumolo, Tim Lovestedt","Kate Mara, Ramón Rodríguez, Tom Felton, Bradley Whitford, Edie Falco, Alisa Harris, Nick Madrick, Jason Turner, Sasha Morfaw, Jennifer Duke"
276,1187474,tt1230414,It's Complicated,It's Complicated,movie,2009,0.0,120,"Comedy,Drama,Romance",6.6,101835.0,Nancy Meyers,Nancy Meyers,"Meryl Streep, Steve Martin, Alec Baldwin, John Krasinski, Lake Bell, Mary Kay Place, Rita Wilson, Alexandra Wentworth, Hunter Parrish, Zoe Kazan"
277,1153378,tt0087363,Gremlins,Gremlins,movie,1984,0.0,106,"Comedy,Fantasy,Horror",7.3,265803.0,Joe Dante,Chris Columbus,"Zach Galligan, Phoebe Cates, Hoyt Axton, John Louie, Keye Luke, Don Steele, Susan Burgess, Scott Brady, Arnie Moore, Corey Feldman"
278,1107065,tt0072890,Dog Day Afternoon,Dog Day Afternoon,movie,1975,0.0,125,"Biography,Crime,Drama",8.0,286219.0,Sidney Lumet,"Frank Pierson, P.F. Kluge, Thomas Moore","Al Pacino, John Cazale, Penelope Allen, Sully Boyar, Beulah Garrick, Carol Kane, Sandra Kazan, Marcia Jean Kurtz, Amy Levitt, John Marriott"
279,188800,tt0099348,Dances with Wolves,Dances with Wolves,movie,1990,0.0,181,"Adventure,Drama,Western",8.0,304580.0,Kevin Costner,Michael Blake,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant, Floyd 'Red Crow' Westerman, Tantoo Cardinal, Robert Pastorelli, Charles Rocket, Maury Chaykin, Jimmy Herman"
280,178387,tt4229236,Cobain: Montage of Heck,Cobain: Montage of Heck,movie,2015,0.0,132,"Animation,Biography,Documentary",7.5,33075.0,Brett Morgen,Brett Morgen,
281,19750,tt0087800,A Nightmare on Elm Street,A Nightmare on Elm Street,movie,1984,0.0,91,Horror,7.4,283559.0,Wes Craven,Wes Craven,"Heather Langenkamp, Johnny Depp, Robert Englund, John Saxon, Ronee Blakley, Amanda Wyss, Jsu Garcia, Charles Fleischer, Joseph Whipp, Lin Shaye"
282,1469586,tt0067992,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,movie,1971,0.0,100,"Adventure,Comedy,Family",7.8,240327.0,Mel Stuart,"Roald Dahl, Robert Kaufman, David Seltzer","Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear, Julie Dawn Cole, Leonard Stone, Denise Nickerson, Nora Denney, Paris Themmen, Ursula Reit"
283,1365622,tt0078346,Superman,Superman,movie,1978,0.0,143,"Action,Adventure,Sci-Fi",7.4,204320.0,Richard Donner,"Jerry Siegel, Joe Shuster, Mario Puzo, David Newman, Leslie Newman, Robert Benton, Tom Mankiewicz","Christopher Reeve, Christopher Reeve, Margot Kidder, Gene Hackman, Marlon Brando, Ned Beatty, Jackie Cooper, Glenn Ford, Trevor Howard, Jack O'Halloran, Valerie Perrine"
284,1443497,tt0105665,Twin Peaks: Fire Walk with Me,Twin Peaks: Fire Walk with Me,movie,1992,0.0,134,"Drama,Horror,Mystery",7.3,115563.0,David Lynch,"David Lynch, Robert Engels, Mark Frost","Sheryl Lee, Ray Wise, Mädchen Amick, Dana Ashbrook, Phoebe Augustine, David Bowie, Eric DaRe, Miguel Ferrer, Pamela Gidley, Heather Graham"
285,1431974,tt0111495,Three Colors: Red,Trois couleurs : Rouge,movie,1994,0.0,99,"Drama,Mystery,Romance",8.1,115140.0,Krzysztof Kieslowski,"Krzysztof Piesiewicz, Krzysztof Kieslowski, Agnieszka Holland, Edward Zebrowski, Edward Klosinski, Marcin Latallo","Irène Jacob, Jean-Louis Trintignant, Frédérique Feder, Jean-Pierre Lorit, Samuel Le Bihan, Marion Stalens, Teco Celio, Bernard Escalon, Jean Schlegel, Elzbieta Jasinska"
286,1400880,tt0030341,The Lady Vanishes,The Lady Vanishes,movie,1938,0.0,96,"Crime,Drama,Mystery",7.7,60289.0,Alfred Hitchcock,"Ethel Lina White, Sidney Gilliat, Frank Launder","Margaret Lockwood, Michael Redgrave, Paul Lukas, May Whitty, Cecil Parker, Linden Travers, Naunton Wayne, Basil Radford, Mary Clare, Emile Boreo"
287,1358774,tt0031971,Stagecoach,Stagecoach,movie,1939,0.0,96,"Adventure,Drama,Western",7.8,57505.0,John Ford,"Ernest Haycox, Dudley Nichols, Ben Hecht","John Wayne, Claire Trevor, Andy Devine, John Carradine, Thomas Mitchell, Louise Platt, George Bancroft, Donald Meek, Berton Churchill, Tim Holt"
288,1356616,tt0094012,Spaceballs,Spaceballs,movie,1987,0.0,96,"Adventure,Comedy,Sci-Fi",7.1,221154.0,Mel Brooks,"Mel Brooks, Thomas Meehan, Ronny Graham","Mel Brooks, Mel Brooks, John Candy, Rick Moranis, Bill Pullman, Daphne Zuniga, Dick Van Patten, George Wyner, Michael Winslow, Joan Rivers, Lorene Yarnell Jansson"
289,1305048,tt0104652,Porco Rosso,Kurenai no buta,movie,1992,0.0,94,"Adventure,Animation,Comedy",7.7,112578.0,Hayao Miyazaki,Hayao Miyazaki,"Shûichirô Moriyama, Tokiko Katô, Bunshi Katsura VI, Tsunehiko Kamijô, Akemi Okamura, Akio Ôtsuka, Hiroko Seki, Osamu Saka, Nobuo Tanaka, Reizô Nomoto"
290,1258270,tt0027977,Modern Times,Modern Times,movie,1936,0.0,87,"Comedy,Drama,Romance",8.5,277689.0,Charles Chaplin,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin, Hank Mann, Stanley Blystone, Al Ernest Garcia, Richard Alexander, Cecil Reynolds"
291,1183535,tt0460829,Inland Empire,Inland Empire,movie,2006,0.0,180,"Drama,Fantasy,Mystery",6.8,67303.0,David Lynch,David Lynch,"Karolina Gruszka, Krzysztof Majchrzak, Grace Zabriskie, Laura Dern, Laura Dern, Jan Hencz, Ian Abercrombie, Karen Baird, Bellina Logan, Peter J. Lucas, Amanda Foreman"
292,175731,tt0109424,Chungking Express,Chung Hing sam lam,movie,1994,0.0,102,"Comedy,Crime,Drama",7.9,106984.0,Wong Kar-Wai,Wong Kar-Wai,"Brigitte Lin, Takeshi Kaneshiro, Tony Leung Chiu-wai, Faye Wong, Valerie Chow, Piggy Chan, Lee-Na Kwan, Zhiming Huang, Liang Zhen, Songshen Zuo"
293,412453,tt1291580,Behind the Candelabra,Behind the Candelabra,movie,2013,0.0,118,"Biography,Drama,Music",7.0,46810.0,Steven Soderbergh,"Richard LaGravenese, Scott Thorson, Alex Thorleifson","Michael Douglas, Matt Damon, Scott Bakula, Eric Zuckerman, Eddie Jemison, Randy Lowell, Tom Roach, Shamus Cooley, John Smutny, Jane Morris"
294,1698264,tt21942598,Freaky Tales,Freaky Tales,movie,2024,0.0,107,"Action,Adventure,Comedy",6.2,13630.0,"Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck","Pedro Pascal, Ben Mendelsohn, Jay Ellis, Too $hort, Too $hort, Ji-young Yoo, Jack Champion, Marteen, Zack Roberts, LeQuan Antonio Bennett, Michelle Farrah Huang"
295,1681109,tt19652910,EO,Eo,movie,2022,0.0,88,Drama,6.7,16545.0,Jerzy Skolimowski,"Ewa Piaskowska, Jerzy Skolimowski","Hola, Tako, Marietta, Ettore, Rocco, Mela, Sandra Drzymalska, Tomasz Organek, Mateusz Kosciukiewicz, Lorenzo Zurzolo"
296,1431973,tt0108394,Three Colors: Blue,Trois couleurs: Bleu,movie,1993,0.0,98,"Drama,Music,Mystery",7.8,116801.0,Krzysztof Kieslowski,"Krzysztof Kieslowski, Krzysztof Piesiewicz, Agnieszka Holland, Edward Zebrowski, Slawomir Idziak","Juliette Binoche, Zbigniew Zamachowski, Julie Delpy, Benoît Régent, Florence Pernel, Charlotte Véry, Hélène Vincent, Philippe Volter, Claude Duneton, Hugues Quester"
297,1418494,tt0050976,The Seventh Seal,Det sjunde inseglet,movie,1957,0.0,96,"Drama,Fantasy",8.1,212146.0,Ingmar Bergman,Ingmar Bergman,"Max von Sydow, Gunnar Björnstrand, Bengt Ekerot, Nils Poppe, Nils Poppe, Bibi Andersson, Bibi Andersson, Inga Gill, Maud Hansson, Inga Landgré, Gunnel Lindblom, Bertil Anderberg"
298,1316561,tt0042876,Rashomon,Rashômon,movie,1950,0.0,88,"Crime,Drama,Mystery",8.1,192640.0,Akira Kurosawa,"Ryûnosuke Akutagawa, Akira Kurosawa, Shinobu Hashimoto","Toshirô Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura, Minoru Chiaki, Kichijirô Ueda, Noriko Honma, Daisuke Katô"
299,1306375,tt0120791,Practical Magic,Practical Magic,movie,1998,0.0,104,"Comedy,Drama,Fantasy",6.3,103329.0,Griffin Dunne,"Alice Hoffman, Robin Swicord, Akiva Goldsman, Adam Brooks","Sandra Bullock, Nicole Kidman, Stockard Channing, Dianne Wiest, Goran Visnjic, Aidan Quinn, Evan Rachel Wood, Alexandra Artrip, Mark Feuerstein, Caprice Benedetti"
300,1270962,tt0087544,Nausicaä of the Valley of the Wind,Kaze no tani no Naushika,movie,1984,0.0,117,"Adventure,Animation,Sci-Fi",8.0,193383.0,Hayao Miyazaki,"Hayao Miyazaki, Kazunori Itô","Sumi Shimamoto, Mahito Tsujimura, Mahito Tsujimura, Hisako Kyôda, Gorô Naya, Ichirô Nagai, Kôhei Miyauchi, Jôji Yanami, Minoru Yada, Rihoko Yoshida, Rihoko Yoshida, Masako Sugaya"
301,1203810,tt0097814,Kiki's Delivery Service,Majo no takkyûbin,movie,1989,0.0,103,"Animation,Family,Fantasy",7.8,181923.0,Hayao Miyazaki,"Eiko Kadono, Hayao Miyazaki","Kirsten Dunst, Kirsten Dunst, Minami Takayama, Minami Takayama, Rei Sakuma, Kappei Yamaguchi, Keiko Toda, Mieko Nobusawa, Kôichi Miura, Haruko Katô, Hiroko Seki, Yuriko Fuchizaki"
302,1146502,tt0113161,Get Shorty,Get Shorty,movie,1995,0.0,105,"Comedy,Crime,Thriller",6.9,95232.0,Barry Sonnenfeld,"Elmore Leonard, Scott Frank","Gene Hackman, Rene Russo, Danny DeVito, John Travolta, Dennis Farina, Delroy Lindo, James Gandolfini, Jon Gries, Renee Props, David Paymer"
303,168663,tt0092067,Castle in the Sky,Tenkû no shiro Rapyuta,movie,1986,0.0,124,"Adventure,Animation,Family",8.0,193979.0,Hayao Miyazaki,"Hayao Miyazaki, Jonathan Swift","Mayumi Tanaka, Keiko Yokozawa, Kotoe Hatsui, Minori Terada, Fujio Tokita, Ichirô Nagai, Hiroshi Ito, Machiko Washio, Takuzô Kamiyama, Yoshito Yasuhara"
304,1718638,tt26736843,The Watchers,The Watchers,movie,2024,0.0,102,"Fantasy,Horror,Mystery",5.7,63181.0,Ishana Shyamalan,"Ishana Shyamalan, A.M. Shine","Dakota Fanning, Dakota Fanning, Georgina Campbell, Olwen Fouéré, Oliver Finnegan, Alistair Brammer, John Lynch, Siobhan Hewlett, Hannah Dargan, Emily Dargan, Joel Figueroa"
305,1633744,tt14512538,Roadrunner: A Film About Anthony Bourdain,Roadrunner: A Film About Anthony Bourdain,movie,2021,0.0,119,Documentary,7.7,11130.0,Morgan Neville,\N,
306,1375688,tt2006295,The 33,The 33,movie,2015,0.0,127,"Biography,Drama,History",6.9,41177.0,Patricia Riggen,"Mikko Alanne, Craig Borten, Michael Thomas, Jose Rivera, Hector Tobar","Antonio Banderas, Rodrigo Santoro, Juliette Binoche, James Brolin, Lou Diamond Phillips, Mario Casas, Jacob Vargas, Juan Pablo Raba, Oscar Nuñez, Tenoch Huerta"
307,1358903,tt0079944,Stalker,Stalker,movie,1979,0.0,162,"Drama,Sci-Fi",8.0,153632.0,Andrei Tarkovsky,"Arkadiy Strugatskiy, Boris Strugatskiy, Andrei Tarkovsky, Fyodor Tyutchev, Arseniy Tarkovskiy, Ryûnosuke Akutagawa, Ivan Bunin, Hermann Hesse, Laozi","Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko, Natalya Abramova, Faime Jurno, Evgeniy Kostin, Raimo Rendi"
308,1274625,tt0063350,Night of the Living Dead,Night of the Living Dead,movie,1968,0.0,96,"Horror,Thriller",7.8,147644.0,George A. Romero,"John A. Russo, George A. Romero","Duane Jones, Judith O'Dea, Karl Hardman, Marilyn Eastman, Keith Wayne, Judith Ridley, Kyra Schon, Kyra Schon, Charles Craig, Charles Craig, S. William Hinzman, George Kosana"
309,1265057,tt0259446,My Big Fat Greek Wedding,My Big Fat Greek Wedding,movie,2002,0.0,95,"Comedy,Drama,Romance",6.6,149672.0,Joel Zwick,Nia Vardalos,"Nia Vardalos, John Corbett, Michael Constantine, Christina Eleusiniotis, Kaylee Vieira, Johnny Kalangis, Lainie Kazan, Marita Zouravlioff, Sarah Osman, Petra Wildgoose"
310,1188866,tt1619029,Jackie,Jackie,movie,2016,0.0,100,"Biography,Drama",6.6,86216.0,Pablo Larraín,Noah Oppenheim,"Natalie Portman, Peter Sarsgaard, Greta Gerwig, Billy Crudup, John Hurt, Richard E. Grant, Caspar Phillipson, John Carroll Lynch, Beth Grant, Max Casella"
311,1147041,tt0165798,Ghost Dog: The Way of the Samurai,Ghost Dog: The Way of the Samurai,movie,1999,0.0,116,"Crime,Drama",7.5,102111.0,Jim Jarmusch,Jim Jarmusch,"Forest Whitaker, Henry Silva, John Tormey, Cliff Gorman, Dennis Liu, Frank Minucci, Richard Portnow, Tricia Vessey, Gene Ruffini, Frank Adonis"
312,1126678,tt0092991,Evil Dead II,Evil Dead II,movie,1987,0.0,84,"Comedy,Horror",7.7,192399.0,Sam Raimi,"Sam Raimi, Scott Spiegel","Bruce Campbell, Sarah Berry, Dan Hicks, Kassie Wesley DePaiva, Ted Raimi, Denise Bixler, Richard Domeier, John Peakes, Lou Hancock, Snowy Winters"
313,1878725,tt23558280,Elevation,Elevation,movie,2024,0.0,91,"Action,Horror,Mystery",5.6,26968.0,George Nolfi,"John Glenn, Jacob Roman, Kenny Ryan","Anthony Mackie, Morena Baccarin, Maddie Hasson, Danny Boyd Jr., Rachel Nicks, Shauna Earp, Tyler Grey, Mike Hickman, Ian Hummel, Dave Malkoff"
314,1626564,tt13651628,Belle,Ryû to sobakasu no hime,movie,2021,0.0,121,"Adventure,Animation,Drama",7.0,19645.0,Mamoru Hosoda,Mamoru Hosoda,"Kaho Nakamura, Kaho Nakamura, Ryo Narita, Shôta Sometani, Tina Tamashiro, Lilas Ikuta, Ryôko Moriyama, Michiko Shimizu, Fuyumi Sakamoto, Yoshimi Iwasaki, Sachiyo Nakao"
315,1467358,tt0113824,Whisper of the Heart,Mimi o sumaseba,movie,1995,0.0,111,"Animation,Drama,Family",7.8,80548.0,Yoshifumi Kondô,"Aoi Hiiragi, Hayao Miyazaki","Yoko Honna, Issei Takahashi, Takashi Tachibana, Shigeru Muroi, Shigeru Tsuyuguchi, Keiju Kobayashi, Yorie Yamashita, Maiko Kayama, Yoshimi Nakajima, Minami Takayama"
316,1400183,tt0012349,The Kid,The Kid,movie,1921,0.0,68,"Comedy,Drama,Family",8.2,143288.0,Charles Chaplin,Charles Chaplin,"Charles Chaplin, Edna Purviance, Jackie Coogan, Carl Miller, Albert Austin, Albert Austin, Beulah Bains, Nellie Bly Baker, Henry Bergman, Henry Bergman, Edward Biby, B.F. Blinn"
317,1395065,tt0032553,The Great Dictator,The Great Dictator,movie,1940,0.0,125,"Comedy,Drama,War",8.4,252362.0,Charles Chaplin,Charles Chaplin,"Charles Chaplin, Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner, Henry Daniell, Billy Gilbert, Grace Hayle, Carter DeHaven, Maurice Moscovitch, Emma Dunn"
318,1370163,tt0495596,Tales from Earthsea,Gedo senki,movie,2006,0.0,115,"Adventure,Animation,Fantasy",6.3,47298.0,Gorô Miyazaki,"Ursula K. Le Guin, Hayao Miyazaki, Gorô Miyazaki, Keiko Niwa","Timothy Dalton, Timothy Dalton, Willem Dafoe, Willem Dafoe, Mariska Hargitay, Mariska Hargitay, Jun'ichi Okada, Aoi Teshima, Bunta Sugawara, Yûko Tanaka, Teruyuki Kagawa, Jun Fubuki, Takashi Naitô"
319,1345926,tt0114436,Showgirls,Showgirls,movie,1995,0.0,131,Drama,5.2,80056.0,Paul Verhoeven,Joe Eszterhas,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon, Glenn Plummer, Robert Davi, Alan Rachins, Gina Ravera, Lin Tucci, Greg Travis, Al Ruscio"
320,1295554,tt0100332,Paris Is Burning,Paris Is Burning,movie,1990,0.0,78,Documentary,8.2,20290.0,Jennie Livingston,\N,
321,1173874,tt5804038,I Am Not Your Negro,I Am Not Your Negro,movie,2016,0.0,93,"Documentary,History",7.9,24447.0,Raoul Peck,"James Baldwin, Raoul Peck",Samuel L. Jackson
322,1157210,tt0120694,Halloween H20: 20 Years Later,Halloween H20: 20 Years Later,movie,1998,0.0,86,"Horror,Thriller",5.8,86732.0,Steve Miner,"Debra Hill, John Carpenter, Robert Zappia, Matt Greenberg","Jamie Lee Curtis, Jamie Lee Curtis, Josh Hartnett, Adam Arkin, Michelle Williams, Adam Hann-Byrd, Jodi Lyn O'Keefe, Janet Leigh, LL Cool J, Joseph Gordon-Levitt, Branden Williams"
323,1635632,tt5012504,Injustice,Injustice,movie,2021,0.0,78,"Action,Adventure,Animation",6.4,17912.0,Matt Peters,"Ernie Altbacker, Tom Taylor","Justin Hartley, Anson Mount, Laura Bailey, Laura Bailey, Zach Callison, Zach Callison, Brian T. Delaney, Brandon Micheal Hall, Andrew Morgado, Edwin Hodge, Edwin Hodge, Oliver Hudson, Gillian Jacobs"
324,1469192,tt0050986,Wild Strawberries,Smultronstället,movie,1957,0.0,92,"Drama,Romance",8.1,122347.0,Ingmar Bergman,Ingmar Bergman,"Victor Sjöström, Bibi Andersson, Bibi Andersson, Ingrid Thulin, Gunnar Björnstrand, Jullan Kindahl, Folke Sundquist, Björn Bjelfvenstam, Naima Wifstrand, Gunnel Broström, Gertrud Fridh"
325,1462871,tt0078480,Watership Down,Watership Down,movie,1978,0.0,92,"Adventure,Animation,Drama",7.5,42302.0,"Martin Rosen, John Hubley","Richard Adams, Martin Rosen, John Hubley","John Hurt, Richard Briers, Ralph Richardson, Michael Graham Cox, John Bennett, Simon Cadell, Terence Rigby, Roy Kinnear, Richard O'Callaghan, Denholm Elliott"
326,1405874,tt6225520,The Man Who Invented Christmas,The Man Who Invented Christmas,movie,2017,0.0,104,"Biography,Comedy,Drama",7.0,20857.0,Bharat Nalluri,"Susan Coyne, Les Standiford, Charles Dickens","Dan Stevens, Mark Schrier, Patrick Joseph Byrnes, Miriam Margolyes, Morfydd Clark, Justin Edwards, Justin Edwards, Cosimo Fusco, Jasper Hughes Cotter, James Heffernan, Aleah Lennon"
327,1394323,tt0015864,The Gold Rush,The Gold Rush,movie,1925,0.0,95,"Adventure,Comedy,Drama",8.1,126109.0,Charles Chaplin,Charles Chaplin,"Charles Chaplin, Mack Swain, Tom Murray, Henry Bergman, Malcolm Waite, Georgia Hale, Jack Adams, Frank Aderias, Leona Aderias, Lillian Adrian"
328,1365628,tt0081573,Superman II,Superman II,movie,1980,0.0,127,"Action,Adventure,Sci-Fi",6.8,122807.0,"Richard Lester, Richard Donner","Jerry Siegel, Joe Shuster, Mario Puzo, David Newman, Leslie Newman, Tom Mankiewicz","Gene Hackman, Christopher Reeve, Christopher Reeve, Margot Kidder, Ned Beatty, Jackie Cooper, Sarah Douglas, Jack O'Halloran, Valerie Perrine, Susannah York, Clifton James"
329,1304332,tt0084516,Poltergeist,Poltergeist,movie,1982,0.0,114,"Horror,Thriller",7.3,190954.0,Tobe Hooper,"Steven Spielberg, Michael Grais, Mark Victor","JoBeth Williams, Heather O'Rourke, Craig T. Nelson, Beatrice Straight, Dominique Dunne, Oliver Robins, Michael McManus, Virginia Kiser, Martin Casella, Richard Lawson"
330,1300935,tt0073540,Picnic at Hanging Rock,Picnic at Hanging Rock,movie,1975,0.0,115,"Drama,Mystery",7.4,44457.0,Peter Weir,"Cliff Green, Joan Lindsay","Rachel Roberts, Anne-Louise Lambert, Vivean Gray, Helen Morse, Kirsty Child, Tony Llewellyn-Jones, Jacki Weaver, Frank Gunnell, Karen Robson, Jane Vallis"
331,1295637,tt0087884,"Paris, Texas","Paris, Texas",movie,1984,0.0,145,Drama,8.1,135659.0,Wim Wenders,"L.M. Kit Carson, Sam Shepard, Walter Donohue","Harry Dean Stanton, Nastassja Kinski, Dean Stockwell, Sam Berry, Bernhard Wicki, Aurore Clément, Claresie Mobley, Hunter Carson, Viva, Socorro Valdez"
332,1153379,tt0099700,Gremlins 2: The New Batch,Gremlins 2: The New Batch,movie,1990,0.0,106,"Comedy,Fantasy,Horror",6.5,118294.0,Joe Dante,"Charles S. Haas, Chris Columbus","Zach Galligan, Phoebe Cates, Howie Mandel, Tony Randall, John Glover, Robert Prosky, Robert Picardo, Christopher Lee, Haviland Morris, Dick Miller"
333,1123894,tt0074486,Eraserhead,Eraserhead,movie,1977,0.0,89,"Fantasy,Horror",7.2,139937.0,David Lynch,David Lynch,"Jack Nance, Charlotte Stewart, Allen Joseph, Jeanne Bates, Judith Roberts, Laurel Near, V. Phipps-Wilson, Jack Fisk, Jean Lange, Thomas Coulson"
334,1111044,tt1343727,Dredd,Dredd,movie,2012,0.0,95,"Action,Crime,Sci-Fi",7.1,308080.0,Pete Travis,"John Wagner, Carlos Ezquerra, Alex Garland","Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood, Andile Mngadi, Porteus Xandau, Jason Cope, Emma Breschi, Rakie Ayola, Tamer Burjaq"
335,176956,tt0021749,City Lights,City Lights,movie,1931,0.0,87,"Comedy,Drama,Romance",8.5,210171.0,Charles Chaplin,"Charles Chaplin, Harry Carr, Harry Crocker","Charles Chaplin, Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia, Hank Mann, Johnny Aber, Jack Alexander, T.S. Alexander, Victor Alexander"
336,154964,tt0086979,Blood Simple,Blood Simple,movie,1984,0.0,99,"Crime,Drama,Thriller",7.5,111687.0,"Joel Coen, Ethan Coen","Joel Coen, Ethan Coen","John Getz, Frances McDormand, Dan Hedaya, M. Emmet Walsh, Samm-Art Williams, Deborah Neumann, Raquel Gavia, Van Brooks, Señor Marco, William Creamer"
337,150530,tt0040522,Bicycle Thieves,Ladri di biciclette,movie,1948,0.0,89,Drama,8.2,188910.0,Vittorio De Sica,"Cesare Zavattini, Luigi Bartolini, Oreste Biancoli, Suso Cecchi D'Amico, Vittorio De Sica, Adolfo Franci, Gherardo Gherardi, Gerardo Guerrieri","Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Elena Altieri, Gino Saltamerenda, Giulio Chiari, Vittorio Antonucci, Michele Sakara, Fausto Guerzoni, Carlo Jachino"
338,1700067,tt24068064,Reality,Reality,movie,2023,0.0,83,Drama,6.7,28171.0,Tina Satter,"Tina Satter, James Paul Dallas","Sydney Sweeney, Josh Hamilton, Marchánt Davis, Benny Elledge, John Way, Darby, Arlo, Kristoffe Brodeur, Allan Anthony Smith"
